FLOOR,BEDROOM,BATHROOM,LAND AREA (sqft),ROAD ACCESS (ft),PROPERTY AGE,HAS_PARKING,HAS_BALCONY,HAS_GARDEN,HAS_MODULAR_KITCHEN,LOCATION_ENCODED,FACING_ENCODED,AREA_PER_BEDROOM,TOTAL_ROOMS,IS_NEW,CITY_TIER,LOCATION_PRICE_TIER,LOCATION_PREMIUM_RATIO
2.5,5.0,5.0,1711.25,13.0,13.0,1,0,0,1,31995000.0,0,342.25,10.0,0,3,2,0.9639281575898031
2.5,5.0,3.0,1026.75,13.0,13.0,0,0,0,0,38333333.333333336,6,205.35,8.0,0,3,2,1.1548860563924297
2.5,6.0,4.0,1369.0,14.0,19.0,1,1,0,0,40300000.0,3,228.16666666666663,10.0,0,3,2,1.2141367323290848
2.5,6.0,4.0,1095.2,13.0,13.0,0,0,0,0,29000000.0,4,182.53333333333333,10.0,0,3,1,0.8736964078794902
1.0,2.0,1.0,787.175,13.0,7.0,1,0,0,0,26142857.14285714,4,393.5875,3.0,0,3,1,0.7876179440489985
2.5,4.0,4.0,1437.45,13.0,6.0,1,0,0,0,39055555.55555555,4,359.3625,8.0,0,3,2,1.176644779194026
3.0,5.0,6.0,787.175,23.0,6.0,1,1,0,0,22600000.0,7,157.435,11.0,0,3,1,0.680880648899189
2.0,5.0,4.0,1129.425,12.0,4.0,1,1,0,0,29527777.777777776,0,225.885,9.0,0,3,1,0.8895970130037338
2.5,5.0,4.0,1095.2,12.0,9.0,1,0,0,0,34144444.44444445,0,219.04,9.0,0,3,2,1.02868546414317
3.0,6.0,5.0,1026.75,13.0,8.0,1,1,0,0,25147058.82352941,1,171.125,11.0,0,3,1,0.7576170676845478
2.5,5.0,4.0,1026.75,12.0,7.0,1,0,0,0,27269230.769230768,4,205.35,9.0,0,3,1,0.8215527230590962
2.5,4.0,4.0,2429.975,20.0,8.0,1,0,1,0,44000000.0,4,607.49375,8.0,0,3,2,1.3256083429895715
2.5,5.0,4.0,1369.0,13.0,5.0,1,0,0,0,32693333.33333333,0,273.8,9.0,0,3,2,0.984967168791039
2.5,4.0,5.0,1437.45,15.0,7.0,1,0,0,0,47632203.38983051,6,359.3625,9.0,0,3,2,1.4350374138303514
2.5,3.0,4.0,1437.45,18.0,6.0,1,0,0,0,47632203.38983051,5,479.15,7.0,0,3,2,1.4350374138303514
2.5,5.0,3.0,1060.975,13.0,8.0,1,0,0,0,27633333.33333333,3,212.195,8.0,0,3,1,0.8325222093472383
2.5,3.0,4.0,1369.0,20.0,2.0,1,1,0,0,44000000.0,1,456.3333333333333,7.0,1,3,2,1.3256083429895715
2.5,4.0,3.0,1026.75,20.0,14.0,1,0,0,0,24000000.0,4,256.6875,7.0,0,3,1,0.7230590961761298
2.5,4.0,4.0,2053.5,20.0,20.0,1,0,0,0,25000000.0,1,513.375,8.0,0,3,1,0.7531865585168019
2.0,4.0,3.0,3490.95,20.0,7.0,1,0,1,0,31995000.0,3,872.7375,7.0,0,3,2,0.9639281575898031
2.0,4.0,5.0,1095.2,13.0,6.0,1,0,0,0,51359210.526315786,5,273.8,9.0,0,3,2,1.547322680978228
4.5,5.0,4.0,1369.0,15.0,4.0,1,0,0,0,55545454.54545455,0,273.8,9.0,0,3,2,1.6734435900136946
3.5,7.0,7.0,1437.45,20.0,17.0,1,0,0,1,60000000.0,0,205.35,14.0,0,3,3,1.8076477404403246
2.0,3.0,2.0,787.175,13.0,4.0,1,0,0,0,59166666.66666666,5,262.39166666666665,5.0,0,2,2,1.7825415218230976
2.0,4.0,4.0,1369.0,12.0,8.0,1,0,0,1,47632203.38983051,5,342.25,8.0,0,3,2,1.4350374138303514
2.5,6.0,4.0,1369.0,15.0,13.0,1,0,0,0,29527777.777777776,7,228.16666666666663,10.0,0,3,1,0.8895970130037338
2.5,5.0,4.0,1471.675,12.0,6.0,1,0,1,0,24250000.0,7,294.335,9.0,0,3,1,0.7305909617612979
2.5,4.0,5.0,1095.2,20.0,17.0,1,0,1,0,47632203.38983051,0,273.8,9.0,0,3,2,1.4350374138303514
2.5,3.0,3.0,1026.75,13.0,28.0,1,0,0,0,33960000.0,1,342.25,6.0,0,3,2,1.0231286210892239
2.5,5.0,5.0,1711.25,13.0,7.0,1,0,0,0,31833333.33333333,1,342.25,10.0,0,3,2,0.959057551178061
2.5,8.0,4.0,1026.75,13.0,7.0,1,0,0,0,19800000.0,0,128.34375,12.0,0,3,1,0.5965237543453071
2.5,5.0,4.0,1711.25,13.0,14.0,1,0,0,0,33192307.69230769,1,342.25,9.0,0,3,2,1.0
2.5,4.0,5.0,1026.75,13.0,11.0,1,0,0,0,27000000.0,7,256.6875,9.0,0,3,1,0.8134414831981461
3.5,8.0,7.0,1779.7,13.0,9.0,1,0,0,0,58000000.0,3,222.4625,15.0,0,3,2,1.7473928157589804
2.5,4.0,4.0,444.925,30.0,17.0,0,0,0,0,42500000.0,0,111.23125,8.0,0,3,2,1.2804171494785632
2.5,5.0,4.0,1026.75,20.0,7.0,1,0,0,0,29527777.777777776,0,205.35,9.0,0,3,1,0.8895970130037338
2.5,4.0,5.0,1711.25,12.0,4.0,1,0,0,1,47632203.38983051,2,427.8125,9.0,0,3,2,1.4350374138303514
2.5,5.0,4.0,1060.975,20.0,8.0,1,0,0,0,24375000.0,0,212.195,9.0,0,3,1,0.7343568945538819
2.5,4.0,2.0,1471.675,20.0,9.0,1,0,0,0,51000000.0,7,367.91875,6.0,0,3,2,1.5365005793742759
2.0,4.0,3.0,3148.7,13.0,6.0,1,0,1,0,55545454.54545455,4,787.175,7.0,0,3,2,1.6734435900136946
2.5,5.0,3.0,752.95,10.0,10.0,1,1,0,1,17794117.647058822,4,150.59,8.0,0,3,1,0.5360916092972531
3.5,7.0,4.0,1437.45,25.0,3.0,0,0,0,0,41125000.0,0,205.35,11.0,0,3,2,1.2389918887601392
2.5,5.0,3.0,1095.2,14.0,6.0,1,1,0,0,29527777.777777776,6,219.04,8.0,0,3,1,0.8895970130037338
2.5,5.0,3.0,787.175,13.0,8.0,1,1,1,1,25642857.14285714,0,157.435,8.0,0,3,1,0.7725542128786625
2.5,5.0,4.0,3080.25,26.0,7.0,1,0,0,0,87500000.0,0,616.05,9.0,0,3,3,2.6361529548088067
2.5,5.0,4.0,1369.0,13.0,4.0,1,0,0,0,27269230.769230768,5,273.8,9.0,0,3,1,0.8215527230590962
2.5,6.0,4.0,1471.675,13.0,7.0,1,1,0,0,34750000.0,7,245.27916666666667,10.0,0,3,2,1.0469293163383546
3.0,4.0,3.0,1369.0,13.0,2.0,0,0,0,0,42730769.23076923,5,342.25,7.0,1,3,2,1.2873696407879491
3.5,5.0,3.0,1369.0,12.0,6.0,1,0,0,0,38428571.42857143,4,273.8,8.0,0,3,2,1.157755338520113
2.5,4.0,3.0,1779.7,20.0,7.0,1,0,0,0,39166666.66666666,6,444.925,7.0,0,3,2,1.179992275009656
3.0,4.0,3.0,1026.75,12.0,17.0,1,1,0,1,29250000.0,5,256.6875,7.0,0,3,1,0.8812282734646583
2.5,4.0,5.0,1437.45,13.0,5.0,1,1,0,1,47632203.38983051,6,359.3625,9.0,0,3,2,1.4350374138303514
2.5,5.0,4.0,1026.75,13.0,13.0,1,1,0,0,29527777.777777776,1,205.35,9.0,0,3,1,0.8895970130037338
2.5,6.0,4.0,1369.0,15.0,12.0,1,0,0,0,38452173.91304348,4,228.16666666666663,10.0,0,3,2,1.1584664214821907
3.0,10.0,3.0,1026.75,16.0,11.0,1,0,0,0,20000000.0,0,102.675,13.0,0,1,1,0.6025492468134416
3.0,6.0,3.0,1197.875,16.5,7.0,1,0,0,0,35000000.0,0,199.64583333333331,9.0,0,3,2,1.0544611819235228
2.5,5.0,4.0,1026.75,13.0,6.0,1,1,0,0,29527777.777777776,4,205.35,9.0,0,3,1,0.8895970130037338
2.5,5.0,4.0,1471.675,13.0,24.0,1,1,1,1,27269230.769230768,1,294.335,9.0,0,3,1,0.8215527230590962
3.5,5.0,5.0,3114.475,17.5,5.0,1,0,1,0,38452173.91304348,4,622.895,10.0,0,3,2,1.1584664214821907
2.0,4.0,2.0,684.5,10.0,5.0,1,0,0,0,17500000.0,4,171.125,6.0,0,2,1,0.5272305909617614
1.0,4.0,4.0,1026.75,20.0,6.0,1,0,0,0,20000000.0,4,256.6875,8.0,0,3,1,0.6025492468134416
2.5,5.0,4.0,1129.425,22.0,20.0,1,0,0,0,47632203.38983051,1,225.885,9.0,0,3,2,1.4350374138303514
2.5,5.0,4.0,1095.2,13.0,9.0,1,0,0,0,17500000.0,0,219.04,9.0,0,3,1,0.5272305909617614
2.5,5.0,4.0,1060.975,13.0,14.0,0,0,0,0,29527777.777777776,1,212.195,9.0,0,3,1,0.8895970130037338
2.5,4.0,4.0,1129.425,13.0,27.0,1,1,0,0,43187500.0,7,282.35625,8.0,0,3,2,1.3011297798377754
2.5,4.0,2.0,1026.75,12.0,3.0,1,0,0,0,29527777.777777776,0,256.6875,6.0,0,3,1,0.8895970130037338
4.0,5.0,4.0,1026.75,10.0,11.0,1,0,0,1,27269230.769230768,2,205.35,9.0,0,3,1,0.8215527230590962
2.5,5.0,4.0,1369.0,13.0,17.0,0,0,0,0,31000000.0,1,273.8,9.0,0,3,2,0.9339513325608344
2.0,6.0,3.0,1026.75,12.0,26.0,1,0,0,0,20920000.0,4,171.125,9.0,0,3,1,0.6302665121668599
2.5,7.0,6.0,5476.0,15.0,6.0,1,0,1,0,55545454.54545455,5,782.2857142857143,13.0,0,3,2,1.6734435900136946
2.5,4.0,4.0,1095.2,15.0,10.0,1,0,0,0,34208333.333333336,4,273.8,8.0,0,3,2,1.0306102742371575
3.0,7.0,4.0,1369.0,13.0,10.0,1,1,0,0,29527777.777777776,0,195.57142857142856,11.0,0,3,1,0.8895970130037338
3.0,6.0,6.0,1471.675,13.0,7.0,1,1,1,0,41700000.0,7,245.27916666666667,12.0,0,3,2,1.2563151796060257
2.5,5.0,2.0,1095.2,13.0,5.0,1,0,0,0,40300000.0,4,219.04,7.0,0,3,2,1.2141367323290848
3.0,5.0,5.0,1369.0,28.0,5.0,1,0,0,0,38452173.91304348,6,273.8,10.0,0,3,2,1.1584664214821907
2.5,4.0,4.0,1026.75,13.0,4.0,1,0,0,0,29527777.777777776,7,256.6875,8.0,0,3,1,0.8895970130037338
3.0,7.0,6.0,1711.25,16.0,10.0,0,0,0,0,31575000.0,0,244.4642857142857,13.0,0,3,2,0.9512746234067209
2.5,5.0,4.0,1197.875,20.0,22.0,1,0,0,0,34208333.333333336,6,239.575,9.0,0,3,2,1.0306102742371575
3.5,6.0,4.0,2053.5,18.0,12.0,1,1,1,0,47632203.38983051,4,342.25,10.0,0,3,2,1.4350374138303514
2.5,5.0,3.0,1369.0,12.0,2.0,1,0,0,1,28000000.0,2,273.8,8.0,1,3,1,0.8435689455388182
3.5,6.0,7.0,2395.75,15.0,11.0,1,0,0,0,85000000.0,0,399.2916666666667,13.0,0,3,3,2.5608342989571264
2.5,4.0,4.0,752.95,13.0,4.0,1,0,0,1,29527777.777777776,1,188.2375,8.0,0,3,1,0.8895970130037338
3.0,8.0,5.0,1437.45,13.0,3.0,1,0,0,0,25147058.82352941,1,179.68125,13.0,0,3,1,0.7576170676845478
2.5,6.0,5.0,1369.0,14.0,2.0,1,1,0,0,42730769.23076923,0,228.16666666666663,11.0,1,3,2,1.2873696407879491
2.5,6.0,3.0,2053.5,13.0,8.0,1,1,0,0,44153846.15384615,4,342.25,9.0,0,3,2,1.3302433371958287
1.0,2.0,2.0,1779.7,13.0,6.0,1,0,0,0,32693333.33333333,2,889.85,4.0,0,3,2,0.984967168791039
2.5,5.0,4.0,1060.975,16.0,10.0,1,0,0,0,27500000.0,7,212.195,9.0,0,3,1,0.8285052143684821
2.5,6.0,4.0,1369.0,13.0,9.0,0,0,0,0,29527777.777777776,4,228.16666666666663,10.0,0,3,1,0.8895970130037338
2.5,4.0,4.0,1745.475,13.0,6.0,1,0,0,0,31995000.0,0,436.36875,8.0,0,3,2,0.9639281575898031
3.0,6.0,3.0,1095.2,18.0,6.0,1,1,0,0,25147058.82352941,4,182.53333333333333,9.0,0,3,1,0.7576170676845478
2.5,4.0,3.0,1369.0,12.0,14.0,1,0,0,0,25000000.0,0,342.25,7.0,0,3,1,0.7531865585168019
2.5,5.0,4.0,1711.25,20.0,6.0,1,1,1,0,37750000.0,5,342.25,9.0,0,2,2,1.137311703360371
2.5,6.0,4.0,1026.75,13.0,5.0,1,0,0,0,24666666.666666668,0,171.125,10.0,0,3,1,0.7431440710699113
3.0,5.0,3.0,855.625,20.0,6.0,0,0,0,0,27000000.0,4,171.125,8.0,0,1,1,0.8134414831981461
2.5,3.0,2.0,2464.2000000000003,13.0,6.0,1,0,1,1,35000000.0,0,821.4000000000001,5.0,0,2,2,1.0544611819235228
2.5,4.0,4.0,3080.25,14.0,6.0,1,0,1,0,51359210.526315786,3,770.0625,8.0,0,3,2,1.547322680978228
2.5,4.0,4.0,1471.675,20.0,5.0,1,0,0,0,37833333.333333336,0,367.91875,8.0,0,2,2,1.1398223252220936
2.5,7.0,3.0,1026.75,10.0,19.0,1,0,0,0,23000000.0,4,146.67857142857142,10.0,0,3,1,0.6929316338354577
2.5,3.0,4.0,1129.425,13.0,9.0,1,0,1,0,24000000.0,4,376.475,7.0,0,3,1,0.7230590961761298
2.5,6.0,5.0,2121.9500000000003,13.0,4.0,1,0,0,0,55545454.54545455,1,353.65833333333336,11.0,0,3,2,1.6734435900136946
2.5,3.0,4.0,1026.75,13.0,6.0,1,1,0,0,33875000.0,7,342.25,7.0,0,3,2,1.0205677867902667
2.5,4.0,5.0,2121.9500000000003,12.0,5.0,1,1,0,0,47632203.38983051,5,530.4875000000001,9.0,0,3,2,1.4350374138303514
2.5,5.0,5.0,1437.45,12.0,12.0,1,0,0,0,55545454.54545455,4,287.49,10.0,0,3,2,1.6734435900136946
3.5,10.0,3.0,1129.425,10.0,8.0,1,0,0,0,16850000.0,0,112.9425,13.0,0,2,1,0.5076477404403245
2.5,6.0,4.0,1129.425,15.0,5.0,1,1,0,0,40300000.0,2,188.2375,10.0,0,3,2,1.2141367323290848
2.5,5.0,4.0,1026.75,12.0,8.0,1,0,0,1,26142857.14285714,1,205.35,9.0,0,3,1,0.7876179440489985
2.5,3.0,3.0,1060.975,30.0,13.0,1,1,0,0,29527777.777777776,7,353.6583333333333,6.0,0,3,1,0.8895970130037338
3.0,4.0,3.0,787.175,10.0,11.0,1,0,0,1,29527777.777777776,1,196.79375,7.0,0,3,1,0.8895970130037338
2.5,6.0,3.0,2395.75,12.0,4.0,1,0,0,0,44666666.66666666,1,399.2916666666667,9.0,0,3,2,1.3456933178833526
3.5,7.0,4.0,1095.2,18.0,17.0,0,0,0,0,65000000.0,2,156.45714285714286,11.0,0,3,3,1.958285052143685
2.5,5.0,4.0,1779.7,19.0,4.0,1,0,1,0,47632203.38983051,4,355.94,9.0,0,3,2,1.4350374138303514
2.5,5.0,4.0,2121.9500000000003,11.0,7.0,1,1,1,0,17794117.647058822,5,424.39,9.0,0,3,1,0.5360916092972531
2.5,5.0,5.0,1026.75,12.0,7.0,1,1,1,1,38452173.91304348,4,205.35,10.0,0,3,2,1.1584664214821907
2.0,7.0,4.0,1403.225,6.5,5.0,1,0,0,0,41000000.0,1,200.46071428571423,11.0,0,3,2,1.2352259559675551
2.5,4.0,3.0,1095.2,20.0,12.0,1,1,0,1,32693333.33333333,4,273.8,7.0,0,3,2,0.984967168791039
1.0,3.0,1.0,1095.2,10.0,8.0,1,0,1,0,28160000.0,1,365.06666666666666,4.0,0,3,1,0.8483893395133257
3.0,4.0,4.0,1779.7,16.0,5.0,1,1,0,0,47632203.38983051,5,444.925,8.0,0,3,2,1.4350374138303514
2.5,4.0,4.0,1471.675,16.0,4.0,1,0,0,0,39375000.0,1,367.91875,8.0,0,3,2,1.186268829663963
2.5,6.0,3.0,1095.2,13.0,22.0,1,0,0,0,51359210.526315786,0,182.53333333333333,9.0,0,3,2,1.547322680978228
2.5,5.0,4.0,1095.2,13.0,14.0,1,0,0,0,29527777.777777776,1,219.04,9.0,0,3,1,0.8895970130037338
3.0,7.0,7.0,2156.175,13.0,9.0,1,1,1,0,29527777.777777776,4,308.02500000000003,14.0,0,3,1,0.8895970130037338
3.0,5.0,4.0,1369.0,13.0,10.0,1,1,0,0,29527777.777777776,0,273.8,9.0,0,3,1,0.8895970130037338
2.5,6.0,3.0,752.95,12.0,8.0,0,0,0,0,24500000.0,1,125.49166666666667,9.0,0,3,1,0.738122827346466
2.5,8.0,4.0,2738.0,16.0,10.0,1,0,0,0,23000000.0,4,342.25,12.0,0,3,1,0.6929316338354577
2.5,5.0,6.0,2395.75,13.0,7.0,1,1,0,1,47632203.38983051,7,479.15,11.0,0,3,2,1.4350374138303514
2.5,5.0,3.0,1060.975,20.0,6.0,1,0,0,0,29527777.777777776,0,212.195,8.0,0,3,1,0.8895970130037338
3.5,5.0,4.0,1437.45,20.0,20.0,1,0,0,0,38428571.42857143,7,287.49,9.0,0,3,2,1.157755338520113
2.5,5.0,3.0,1403.225,12.0,8.0,1,0,0,0,25642857.14285714,0,280.645,8.0,0,3,1,0.7725542128786625
2.5,4.0,4.0,1026.75,12.0,4.0,1,0,0,0,30000000.0,4,256.6875,8.0,0,2,2,0.9038238702201623
2.5,3.0,4.0,1711.25,20.0,9.0,0,0,0,0,44000000.0,2,570.4166666666666,7.0,0,3,2,1.3256083429895715
2.5,5.0,4.0,1403.225,20.0,5.0,1,0,1,0,47000000.0,7,280.645,9.0,0,3,2,1.4159907300115877
3.0,5.0,4.0,1882.375,16.0,4.0,1,0,0,1,40300000.0,4,376.475,9.0,0,3,2,1.2141367323290848
4.5,5.0,4.0,3080.25,13.0,3.0,1,1,0,0,44153846.15384615,6,616.05,9.0,0,3,2,1.3302433371958287
2.5,5.0,5.0,1369.0,13.0,5.0,1,0,1,0,52071428.571428575,2,273.8,10.0,0,3,2,1.5687800033107104
2.5,4.0,3.0,1095.2,13.0,6.0,1,1,0,0,29527777.777777776,7,273.8,7.0,0,3,1,0.8895970130037338
2.5,4.0,4.0,1369.0,0.0,9.0,1,0,0,0,50000000.0,1,342.25,8.0,0,3,2,1.5063731170336039
1.0,1.0,1.0,1060.975,13.0,8.0,1,1,1,1,25642857.14285714,2,1060.975,2.0,0,3,1,0.7725542128786625
2.5,4.0,4.0,1437.45,13.0,15.0,1,0,0,0,51359210.526315786,6,359.3625,8.0,0,3,2,1.547322680978228
2.5,3.0,3.0,2053.5,20.0,4.0,1,1,1,1,39166666.66666666,4,684.5,6.0,0,3,2,1.179992275009656
2.5,3.0,2.0,1095.2,13.0,11.0,1,0,0,0,14000000.0,0,365.06666666666666,5.0,0,3,1,0.4217844727694091
2.5,7.0,4.0,2053.5,16.5,8.0,1,0,1,0,27357142.85714286,1,293.35714285714283,11.0,0,3,1,0.8242012911769576
2.5,4.0,4.0,1779.7,13.0,12.0,1,1,0,1,42730769.23076923,0,444.925,8.0,0,3,2,1.2873696407879491
3.5,5.0,4.0,1403.225,18.0,3.0,1,1,1,0,40300000.0,4,280.645,9.0,0,3,2,1.2141367323290848
3.0,6.0,4.0,752.95,13.0,4.0,1,0,0,1,32500000.0,4,125.49166666666667,10.0,0,3,2,0.9791425260718425
2.5,5.0,4.0,2053.5,11.0,20.0,1,0,0,0,56000000.0,0,410.7,9.0,0,3,2,1.6871378910776365
2.5,3.0,3.0,1026.75,14.0,11.0,1,1,0,0,29527777.777777776,0,342.25,6.0,0,3,1,0.8895970130037338
2.5,4.0,3.0,1711.25,16.0,17.0,0,1,0,1,26500000.0,0,427.8125,7.0,0,3,1,0.79837775202781
3.0,6.0,6.0,1813.925,15.0,9.0,1,1,0,0,20875000.0,0,302.3208333333333,12.0,0,3,1,0.6289107763615296
2.5,3.0,4.0,1369.0,13.0,12.0,0,0,0,0,29250000.0,0,456.3333333333333,7.0,0,3,1,0.8812282734646583
3.0,4.0,5.0,1369.0,13.0,8.0,1,1,0,0,29527777.777777776,6,342.25,9.0,0,3,1,0.8895970130037338
2.5,6.0,4.0,1095.2,13.0,23.0,1,0,0,0,24000000.0,7,182.53333333333333,10.0,0,3,1,0.7230590961761298
3.5,6.0,4.0,1369.0,12.0,10.0,1,0,0,0,49375000.0,1,228.16666666666663,10.0,0,3,2,1.487543453070684
2.5,4.0,4.0,1437.45,20.0,17.0,0,0,0,1,32333333.33333333,1,359.3625,8.0,0,3,2,0.974121282348397
2.5,6.0,6.0,1369.0,13.0,11.0,1,0,0,0,43173333.333333336,0,228.16666666666663,12.0,0,3,2,1.3007029741212826
2.5,4.0,3.0,1779.7,13.0,12.0,1,1,0,1,20875000.0,2,444.925,7.0,0,3,1,0.6289107763615296
3.0,4.0,4.0,752.95,13.0,9.0,1,1,0,0,29527777.777777776,1,188.2375,8.0,0,3,1,0.8895970130037338
2.5,5.0,4.0,1129.425,22.0,11.0,1,0,0,0,47632203.38983051,7,225.885,9.0,0,3,2,1.4350374138303514
2.5,5.0,3.0,1369.0,15.0,14.0,1,0,0,0,12000000.0,0,273.8,8.0,0,1,1,0.3615295480880649
3.5,8.0,6.0,1369.0,10.0,7.0,1,1,0,0,34900000.0,4,171.125,14.0,0,3,2,1.0514484356894556
2.5,5.0,1.0,2053.5,10.0,4.0,1,0,0,0,38452173.91304348,0,410.7,6.0,0,3,2,1.1584664214821907
2.5,4.0,4.0,2053.5,20.0,10.0,1,0,1,0,39166666.66666666,2,513.375,8.0,0,3,2,1.179992275009656
2.5,5.0,3.0,2087.725,12.0,17.0,1,0,0,0,28750000.0,1,417.545,8.0,0,3,1,0.8661645422943223
2.0,4.0,2.0,1437.45,4.0,10.0,1,0,0,1,24000000.0,4,359.3625,6.0,0,3,1,0.7230590961761298
2.5,4.0,4.0,1711.25,13.0,5.0,1,1,0,0,44950000.0,4,427.8125,8.0,0,3,2,1.3542294322132098
1.0,3.0,1.0,1711.25,13.0,3.0,0,0,1,0,55545454.54545455,1,570.4166666666666,4.0,0,3,2,1.6734435900136946
2.5,3.0,4.0,1026.75,20.0,12.0,1,0,0,0,27357142.85714286,4,342.25,7.0,0,3,1,0.8242012911769576
3.0,4.0,3.0,1026.75,13.0,4.0,0,0,0,0,28000000.0,0,256.6875,7.0,0,3,1,0.8435689455388182
2.5,5.0,4.0,1026.75,11.0,8.0,1,0,0,0,31995000.0,0,205.35,9.0,0,3,2,0.9639281575898031
2.5,5.0,5.0,2053.5,15.0,11.0,1,0,0,0,47632203.38983051,5,410.7,10.0,0,3,2,1.4350374138303514
2.0,4.0,2.0,1369.0,20.0,4.0,0,0,0,0,17000000.0,1,342.25,6.0,0,1,1,0.5121668597914253
2.5,4.0,3.0,1095.2,13.0,13.0,0,0,0,1,34144444.44444445,0,273.8,7.0,0,3,2,1.02868546414317
2.5,5.0,5.0,2738.0,13.0,6.0,1,0,0,0,43173333.333333336,2,547.6,10.0,0,3,2,1.3007029741212826
3.5,5.0,5.0,1369.0,13.0,16.0,1,0,0,0,17794117.647058822,0,273.8,10.0,0,3,1,0.5360916092972531
3.5,3.0,3.0,376.475,20.0,33.0,0,0,0,0,16800000.0,0,125.49166666666667,6.0,0,3,1,0.506141367323291
2.5,5.0,3.0,1095.2,15.0,4.0,1,0,0,0,29527777.777777776,4,219.04,8.0,0,3,1,0.8895970130037338
2.5,5.0,5.0,2395.75,14.0,14.0,1,0,1,0,51359210.526315786,5,479.15,10.0,0,3,2,1.547322680978228
2.5,4.0,5.0,1095.2,12.0,3.0,1,0,0,0,32000000.0,1,273.8,9.0,0,3,2,0.9640787949015065
3.5,3.0,4.0,787.175,13.0,18.0,1,1,0,0,29527777.777777776,1,262.39166666666665,7.0,0,3,1,0.8895970130037338
2.5,4.0,4.0,1095.2,20.0,6.0,1,1,0,0,33960000.0,0,273.8,8.0,0,3,2,1.0231286210892239
1.5,3.0,2.0,1437.45,8.0,11.0,1,0,0,0,44000000.0,6,479.15,5.0,0,3,2,1.3256083429895715
2.5,5.0,4.0,1711.25,12.0,4.0,1,0,0,0,33000000.0,3,342.25,9.0,0,3,2,0.9942062572421786
3.0,5.0,4.0,1437.45,20.0,4.0,1,0,0,1,29527777.777777776,0,287.49,9.0,0,3,1,0.8895970130037338
1.0,3.0,1.0,1095.2,13.0,6.0,1,0,0,0,15666666.666666666,7,365.06666666666666,4.0,0,3,1,0.4719969100038625
2.5,6.0,4.0,1369.0,13.0,5.0,1,0,0,0,40300000.0,1,228.16666666666663,10.0,0,3,2,1.2141367323290848
5.0,7.0,4.0,752.95,27.0,17.0,0,1,0,1,45000000.0,0,107.56428571428572,11.0,0,3,2,1.3557358053302435
2.0,4.0,5.0,1060.975,13.0,13.0,1,0,0,0,29527777.777777776,1,265.24375,9.0,0,3,1,0.8895970130037338
2.5,6.0,3.0,1026.75,13.0,16.0,1,0,0,0,29527777.777777776,1,171.125,9.0,0,3,1,0.8895970130037338
3.5,5.0,2.0,342.25,12.0,18.0,0,0,0,0,11000000.0,0,68.45,7.0,0,3,1,0.3314020857473929
2.0,5.0,4.0,1369.0,13.0,32.0,1,0,0,0,13000000.0,0,273.8,9.0,0,1,1,0.391657010428737
2.5,4.0,4.0,1060.975,20.0,7.0,1,1,0,0,47632203.38983051,4,265.24375,8.0,0,3,2,1.4350374138303514
2.5,6.0,3.0,3456.725,20.0,4.0,1,0,0,0,53250000.0,4,576.1208333333333,9.0,0,3,2,1.6042873696407882
2.5,7.0,3.0,1060.975,13.0,14.0,0,0,0,0,10500000.0,0,151.56785714285712,10.0,0,3,1,0.31633835457705684
2.0,4.0,4.0,1026.75,13.0,4.0,0,0,0,0,17794117.647058822,1,256.6875,8.0,0,3,1,0.5360916092972531
2.0,4.0,4.0,1711.25,13.0,13.0,1,0,1,0,33960000.0,0,427.8125,8.0,0,3,2,1.0231286210892239
3.5,6.0,5.0,1711.25,13.0,10.0,1,0,0,0,27269230.769230768,1,285.2083333333333,11.0,0,3,1,0.8215527230590962
2.5,5.0,4.0,1711.25,16.0,11.0,1,0,0,0,51359210.526315786,4,342.25,9.0,0,3,2,1.547322680978228
2.5,4.0,5.0,1369.0,18.0,6.0,1,1,0,0,47632203.38983051,2,342.25,9.0,0,3,2,1.4350374138303514
2.5,4.0,4.0,787.175,13.0,3.0,1,1,0,0,29527777.777777776,0,196.79375,8.0,0,3,1,0.8895970130037338
2.5,4.0,4.0,1779.7,13.0,6.0,1,1,0,0,51359210.526315786,5,444.925,8.0,0,3,2,1.547322680978228
2.5,4.0,4.0,1026.75,12.0,22.0,1,0,0,0,28500000.0,7,256.6875,8.0,0,3,1,0.8586326767091542
2.5,4.0,4.0,1026.75,20.0,4.0,1,0,0,0,29527777.777777776,7,256.6875,8.0,0,3,1,0.8895970130037338
2.5,6.0,5.0,1711.25,14.0,5.0,1,0,0,0,51359210.526315786,6,285.2083333333333,11.0,0,3,2,1.547322680978228
2.5,4.0,3.0,1060.975,13.0,6.0,1,0,0,0,29527777.777777776,4,265.24375,7.0,0,3,1,0.8895970130037338
2.5,4.0,4.0,752.95,13.0,12.0,1,1,0,0,21000000.0,7,188.2375,8.0,0,3,1,0.6326767091541137
2.5,4.0,5.0,1403.225,20.0,17.0,1,1,0,0,104333333.33333331,1,350.80625,9.0,0,3,3,3.143298570876786
2.5,5.0,4.0,1369.0,14.0,10.0,1,0,0,0,34900000.0,0,273.8,9.0,0,3,2,1.0514484356894556
2.0,6.0,6.0,1095.2,20.0,11.0,1,0,0,0,51359210.526315786,0,182.53333333333333,12.0,0,3,2,1.547322680978228
1.0,2.0,1.0,2738.0,13.0,17.0,1,0,1,0,28750000.0,2,1369.0,3.0,0,3,1,0.8661645422943223
